DRUG_ID,DRUG_NAME,INDICATION_FDB
349,betamethasone acetate,Adrenal cortical hypofunction
2136,phenoxybenzamine,Pheochromocytoma
2166,pilocarpine,Primary Closed Angle Glaucoma
2253,prednisone,Juvenile rheumatoid arthritis
2245,prednisolone,Bacterial keratitis
4199,potassium chloride,Hypokalemia Prevention
4191,fesoterodine,Increased Urinary Frequency
4265,gentamicin,Skin and Skin Structure Pseudomonas Aeruginosa Infection
4261,ferrous fumarate,"Pregnancy, function"
4269,zinc acetate,Proctitis
4246,Polymyxin B,Corneal abrasion
1596,lomustine,Hodgkin's disease
1582,lincomycin,Staphylococcal infectious disease
1611,loteprednol etabonate,Corneal abrasion
1603,loracarbef,Pneumonia
1742,methdilazine,Allergic rhinitis
1751,methotrexate,Psoriasis
1736,methanthelinium,Gastric ulcer
435,bupropion,Depressive disorder
546,cefotaxime,Bacterial urinary infection
526,cefadroxil,Urinary tract infectious disease
2243,prednicarbate,Pruritus ani
2303,propranolol,Idiopathic hypertrophic subaortic stenosis
2284,promazine,"Bipolar affective disorder, current episode manic"
2274,prochlorperazine,Schizophrenia
2279,progesterone,Prevention of Premature Labor
2406,rosuvastatin,Primary Prevention of Coronary Heart Disease
2387,risedronic acid,Osteitis deformans
4493,alclometasone dipropionate,Eruption of skin
4441,calcium phosphate,Hypocalcemia
4459,procaine benzylpenicillin,Secondary syphilis
4485,diflorasone diacetate,Plaque psoriasis
1845,morphine,Local anesthesia
1790,metronidazole,Bacteroides Endomyometritis
1790,metronidazole,Peptostreptococcus Tubo Ovarian Abscess
1791,metyrapone,Diagnostic Test for Secondary Adrenocortical Insufficiency
1808,milnacipran,Fibromyalgia
1813,minocycline,Infection by Campylobacter fetus
1790,metronidazole,Intra Abdominal Anaerobic Abscess
1798,micafungin,Candidal septicemia
1774,methyprylon,Insomnia
1869,nafcillin,Sepsis due to Staphylococcus aureus
1854,moxifloxacin,Chlamydial pneumonia
533,cefdinir,Acute bacterial sinusitis
559,ceftazidime,E. Coli Endometritis
550,cefoxitin,Skin and Skin Structure Peptococcus Infection
550,cefoxitin,Peptococcus Pelvic Cellulitis
563,ceftizoxime,Pneumonia due to Escherichia coli
564,ceftriaxone,Proteus Joint Infection
563,ceftizoxime,Streptococcal Pelvic Inflammatory Disease
565,cefuroxime,Haemophilus Septicemia
565,cefuroxime,Disseminated Gonococcal Infection
565,cefuroxime,H. Influenzae Meningitis
581,cetirizine,Allergic conjunctivitis
2620,theophylline,COPD Associated with Chronic Bronchitis
2607,testosterone,Hypopituitarism
2620,theophylline,Asthma night time symptoms
2709,toremifene,Metastatic Breast Carcinoma
2707,topotecan,Malignant tumor of ovary
4288,magnesium carbonate,Hypomagnesemia
4510,magnesium salicylate,Rheumatoid arthritis
4519,potassium citrate,Hypokalemia Prevention
4548,flumetasone,Pruritus of genital organs
1981,ofloxacin,Staphylococcus Aureus Otitis Externa
1967,norfloxacin,Enterococcus Urinary Tract Infection
1967,norfloxacin,Haemophilus Influenzae Bronchitis
1967,norfloxacin,Urinary tract infection caused by Klebsiella
1981,ofloxacin,Klebsiella Nosocomial Pneumonia
1981,ofloxacin,Septicemia due to Escherichia coli
1967,norfloxacin,Skin and Skin Structure Serratia Infection
1967,norfloxacin,Escherichia coli urinary tract infection
1967,norfloxacin,Enterococcus Septic Abortion
1955,nizatidine,Peptic reflux disease
2033,oxymetholone,Aplastic anemia
1990,omeprazole,Pathological Gastric Hypersecretory Condition
659,ciprofloxacin,Staphylococcus Epidermidis Urinary Tract Infection
659,ciprofloxacin,Acute bacterial peritonitis
636,ciclopirox,Pityriasis simplex
640,cilastatin,Pneumonia due to Escherichia coli
669,clavulanic acid,Enterobacter Endometritis
669,clavulanic acid,Bacterial infection due to Klebsiella pneumoniae
668,clarithromycin,Acute bacterial sinusitis
1385,hydrochlorothiazide,Peripheral Edema due to Chronic Heart Failure
1388,hydrocortisone,Lichen simplex chronicus
1508,isotretinoin,Severe Recalcitrant Nodular Acne
58,acetohydroxamic acid,Struvite Renal Calculi
82,acrivastine,Seasonal allergic rhinitis
144,amantadine,Parkinson's disease
112,alendronic acid,Prevention of Glucocorticoid Induced Osteoporosis
192,amoxicillin,Bacterial pneumonia
197,amphotericin B,Histoplasmosis
2100,perazine,Nonpsychotic Anxiety
2044,paclitaxel,Kaposi's sarcoma
2049,aminobenzoic acid,Induratio penis plastica
2076,pempidine,Allergic rhinitis
734,cortisone acetate,Autoimmune hemolytic anemia
824,dexamethasone,Autoimmune hemolytic anemia
824,dexamethasone,Allergic rhinitis
1540,lamotrigine,Lennox Gastaut syndrome
1714,mestranol,Menorrhagia
1667,megestrol acetate,Cachexia due to HIV
224,antazoline,Dermatographic urticaria
279,aztreonam,E. Coli Bronchitis
279,aztreonam,Respiratory Cystic Fibrosis with Pseudomonas aeruginosa Colonization
271,azelastine,Allergic rhinitis
348,betamethasone,Transfusion reaction due to serum protein reaction
348,betamethasone,Seborrheic dermatitis
2187,piperacillin,Bacterial septicemia
2253,prednisone,Nephrotic syndrome
2239,pravastatin,Cerebrovascular accident
842,dextromethorphan,Headache disorder
852,diazepam,Status epilepticus
897,diltiazem,Prinzmetal angina
1612,lovastatin,Hypercholesterolemia
1634,maprotiline,Depressive disorder
1641,mebendazole,Enterobiasis
1768,methylprednisolone,Edema of larynx
403,bromocriptine,Type 2 Diabetes Mellitus Treatment Adjunct
432,bupivacaine,Anesthesia for cesarean section
438,busulfan,Allogeneic bone marrow transplantation
489,carbamazepine,Tonic clonic seizure
2274,prochlorperazine,Nausea and vomiting
2330,pyridostigmine,Prevention of Nerve Agent Poisoning
961,doxycycline,Q fever
1738,methapyrilene,Itching of skin
1817,misoprostol,Rheumatoid Arthritis in Patient at High Ulcer Risk
1802,midazolam,Induce Anterograde Amnesia
1832,mometasone furoate,Seborrheic dermatitis
1899,nepafenac,Postoperative Ocular Pain
1901,nesiritide,Decompensated chronic heart failure
537,cefixime,Pharyngitis
546,cefotaxime,E. Coli Endometritis
535,cefepime,Complicated Urinary Tract Infections
525,cefaclor,Haemophilus Influenzae Chronic Bronchitis
533,cefdinir,Streptococcus pyogenes infection
556,cefprozil,Acute bacterial sinusitis
550,cefoxitin,Clostridium Pelvic Inflammatory Disease
550,cefoxitin,Intra Abdominal Klebsiella Abscess
550,cefoxitin,Klebsiella Lung Abscess
563,ceftizoxime,Proteus Mirabilis Osteomyelitis
563,ceftizoxime,Infection due to Escherichia coli
2434,sertaconazole,Tinea pedis
2529,sulfafurazole,Infective otitis media
2543,sumatriptan,Migraine
2514,sulfamethoxazole,Aerobic Gram Negative Bacillary Infection
2491,sufentanil,General anesthesia
2481,streptomycin,Synergy for Enterococcal Infections
1053,escitalopram,Generalized anxiety disorder
1112,etoposide,Small cell carcinoma of lung
1232,leucovorin,Pyrimethamine Toxicity
1967,norfloxacin,Staphylococcus Saprophyticus Urinary Tract Infection
1967,norfloxacin,Complicated Skin and Skin Structure Streptococcus Pyogenes Infection
1967,norfloxacin,Shigellosis
1971,nortriptyline,Depressive disorder
1981,ofloxacin,Enterococcus Complicated UTI
1967,norfloxacin,Enterococcus Pelvic Cellulitis
1999,orphenadrine,Spasticity
2013,oxaprozin,Juvenile rheumatoid arthritis
576,cefradine,Escherichia coli urinary tract infection
576,cefradine,Streptococcus pyogenes infection
576,cefradine,Bacterial infection due to Klebsiella pneumoniae
593,chlorcyclizine,Seasonal allergic rhinitis
591,chlorazanil,Cobalamin deficiency
589,chloramphenicol,Streptococcal meningitis
589,chloramphenicol,Disease caused by rickettsiae
585,clofedanol,Cough
607,chloroquine,Quartan malaria
607,chloroquine,Rheumatoid arthritis
625,chlortalidone,Edema
659,ciprofloxacin,Typhoid fever
657,cinoxacin,Urinary tract infectious disease
659,ciprofloxacin,Bacterial conjunctivitis
640,cilastatin,Haemophilus influenzae pneumonia
678,clindamycin,Anaerobic Joint Infection
669,clavulanic acid,Rhinoscleroma
2611,tetracycline,Acute gonococcal urethritis
2611,tetracycline,Gonorrhea
2583,telmisartan,Cerebrovascular accident
2572,tazobactam,Diabetic Foot Infection
2725,triamcinolone,Transfusion reaction due to serum protein reaction
2725,triamcinolone,Idiopathic thrombocytopenic purpura
2708,torsemide,Pulmonary Edema due to Chronic Heart Failure
2725,triamcinolone,Follicular non Hodgkin's lymphoma
2722,tretinoin,Facial Fine Wrinkling
1261,fusidic acid,Synergy for Group B Streptococcal Septicemia
1261,fusidic acid,Bacterial conjunctivitis
1261,fusidic acid,Synergy for Staphylococcal Endocarditis
1210,fluoxymesterone,Noonan's syndrome
1189,fludarabine phosphate,"Chronic lymphoid leukemia, disease"
1164,fentanyl,Local anesthesia
1336,guaifenesin,Fever
1329,granisetron,Chemotherapy induced nausea and vomiting
1330,grepafloxacin,Chlamydia Cervicitis
1330,grepafloxacin,Streptococcus Pneumoniae Bronchitis
2082,benzylpenicillin,Gonococcal infection of joint
2082,benzylpenicillin,Congenital syphilis
2044,paclitaxel,Open angle glaucoma
2727,triamcinolone diacetate,Transfusion reaction due to serum protein reaction
2727,triamcinolone diacetate,Crohn's disease
2727,triamcinolone diacetate,Erythroblastic Anemia
2751,trimethadione,Epilepsy
2726,triamcinolone acetonide,Severe Ocular Inflammation
2769,troleandomycin,Upper Respiratory Streptococcal Infection
1358,heparin,Pulmonary Thromboembolism Prevention
734,cortisone acetate,Primary cutaneous T cell lymphoma
734,cortisone acetate,Tinea pedis
734,cortisone acetate,Follicular non Hodgkin's lymphoma
769,cysteine,Bronchitis
2656,ticarcillin,E. Coli Endometritis
2656,ticarcillin,Bacteroides Peritonitis
2661,tigecycline,Complicated Skin and Skin Structure Staphylococcus Aureus Infection
2671,tinidazole,Acute amebiasis
2763,triprolidine,Nasal discharge
1388,hydrocortisone,Systemic lupus erythematosus
2148,phenylpropanol,Influenza like symptoms
2253,prednisone,Infection by larvae of Trichinella spiralis
2253,prednisone,Allergic rhinitis
2245,prednisolone,Eruption of skin
2245,prednisolone,Transfusion reaction due to serum protein reaction
2245,prednisolone,Multiple sclerosis
2294,proparacaine,Administration of Corneal Anesthesia
2284,promazine,Tetanus Adjunct Treatment
2284,promazine,Pre Op Apprehension
774,dactinomycin,Gestational trophoblastic neoplasia
863,dichlorophen,Open angle glaucoma
2807,vancomycin,Bacterial septicemia
2777,trovafloxacin,Peptostreptococcus Septic Abortion
2794,unoprostone isopropyl,Ocular hypertension
1440,indomethacin,Bursitis of shoulder
1452,iodamide,Computed tomography of entire head
1574,levorphanol,Local anesthesia
2330,pyridostigmine,Myasthenia gravis
2392,rivastigmine,Alzheimer's disease
2376,rifabutin,Pulmonary Mycobacterium avium complex infection
866,dicloxacillin,Staphylococcal pneumonia
961,doxycycline,Acute gonococcal urethritis
962,doxylamine,Influenza like symptoms
925,dirithromycin,Pneumonia due to Streptococcus
925,dirithromycin,Haemophilus Influenzae Bronchitis
2878,ziconotide,Chronic Pain with Opioid Tolerance
2840,colecalciferol,Glucocorticoid Induced Osteoporosis
2726,triamcinolone acetonide,Aphthous ulcer of mouth
2726,triamcinolone acetonide,Keloid scar
2815,verapamil,Cardioversion of Atrial Fibrillation
2816,verteporfin,Ocular histoplasmosis syndrome
2771,trometamol,Postoperative Ocular Pain
2801,valganciclovir,CMV Retinitis in AIDS Patients
2774,tropicamide,Dilated pupil
1204,fluocinolone acetonide,Primary cutaneous T cell lymphoma
1187,fluconazole,Candidal septicemia
1205,fluocinonide,Scalp psoriasis
1330,grepafloxacin,Pneumonia due to Streptococcus
2514,sulfamethoxazole,Shigellosis
2492,sulbactam,Skin and Skin Structure Acinetobacter Infection
841,dexamfetamine,Narcolepsy
838,dexpanthenol,Diaper rash
901,dimenhydrinate,Vomiting
886,dihydrocodeine,Allergic rhinitis
3017,benzalkonium,Prevent Minor Bacterial Skin Infection
1388,hydrocortisone,Rheumatoid arthritis
1388,hydrocortisone,Transplanted organ rejection
1481,irbesartan,Diabetic renal disease
1474,iopodic acid,Diagnostic aid
2611,tetracycline,Sinusitis
2611,tetracycline,Infection of skin AND/OR subcutaneous tissue
2607,testosterone,Delayed puberty
2581,telithromycin,Haemophilus influenzae pneumonia
2656,ticarcillin,Escherichia coli urinary tract infection
2666,tiludronic acid,Osteitis deformans
961,doxycycline,Actinomycotic infection
925,dirithromycin,Infection due to Staphylococcus aureus
920,diphenylpyraline,Vasomotor rhinitis
934,levomenthol,Pityriasis simplex
3909,clindamycin phosphate,Anaerobic Tubo Ovarian Abscess
3909,clindamycin phosphate,Acne vulgaris
1757,methscopolamine,Cough
3481,podophyllotoxin,Condyloma acuminatum
3325,lodoxamide,Vernal conjunctivitis
1407,ibuprofen,Rheumatoid arthritis
1423,imatinib,Blastic phase chronic myeloid leukemia
1423,imatinib,Philadelphia Chromosome Positive Chronic Myelocytic Leukemia
1579,lidocaine,Ventricular arrhythmia
1720,orciprenaline,Bronchitis
1667,megestrol acetate,Anorexia from HIV
1688,pecazine,Allergic rhinitis
2763,triprolidine,Vasomotor rhinitis
2815,verapamil,Atrial fibrillation
1057,estradiol,Contraception
1048,erythromycin,Infective otitis media
1142,felodipine,Hypertensive disorder
1082,ethinylestradiol,Premenstrual dysphoric disorder
1125,ezetimibe,Mixed hyperlipidemia
4213,hydrocortisone acetate,Transfusion reaction due to serum protein reaction
4213,hydrocortisone acetate,Erythroblastic Anemia
4207,lithium carbonate,"Bipolar affective disorder, current episode manic"
4153,cabazitaxel,Metastatic Prostate Carcinoma
4169,ceftaroline fosamil,Bacterial infection due to Klebsiella pneumoniae
4175,linagliptin,Diabetes mellitus type 2
4265,gentamicin,Infection of skin AND/OR subcutaneous tissue
4268,allantoin,Pityriasis simplex
1610,losartan,Hypertensive urgency
1587,lisinopril,Myocardial infarction
1768,methylprednisolone,Congenital adrenal hyperplasia
1768,methylprednisolone,Disorder of skin
3051,butamben,Minor Skin Wound Pain
3128,deferasirox,Chronic Iron Overload
1261,fusidic acid,Brucellosis
1229,fluvastatin,Slow Progression of Coronary Artery Disease
1232,leucovorin,Bone Marrow Suppression due to Folic Acid Antagonism
1261,fusidic acid,Staphylococcal pneumonia
1261,fusidic acid,Synergy for Pseudomonas Aeruginosa Septicemia
1261,fusidic acid,Synergy for Pseudomonas Aeruginosa Pneumonia
1208,fluorometholone,Iridocyclitis
1210,fluoxymesterone,Hormone receptor positive malignant neoplasm of breast
4341,almasilate,Gastroesophageal reflux disease
4477,sodium citrate,Gastroesophageal reflux disease
4344,zinc chloride,Suppression of the Gag Reflex
4278,crospovidone,Red eye
4302,glycopyrronium bromide,Vagal Reflex Bradycardia
1729,acetylmethadol,Opioid dependence
1790,metronidazole,Bacterial endocarditis
1813,minocycline,Typhus Infections
1813,minocycline,Listeriosis
1832,mometasone furoate,Asthma
1883,naproxen,Rheumatoid arthritis
2840,colecalciferol,Vitamin D deficiency
3909,clindamycin phosphate,Anaerobic Lung Abscess
1379,homatropine,Cycloplegia
1400,hydroxyzine,Nasal discharge
1388,hydrocortisone,Diagnostic Test for Cushing's Syndrome
1388,hydrocortisone,Inflammatory bowel disease
4647,fluorometholone acetate,Rosacea
4548,flumetasone,Eruption of skin
4520,potassium hydrogencarbonate,Hypokalemia
4514,teriparatide,Glucocorticoid Induced Osteoporosis
4631,nitroprusside,Decompensated cardiac failure
4592,magnesium lactate,Incomplete passage of stool
26,fluorouracil,Malignant tumor of colon
1854,moxifloxacin,Klebsiella Pneumoniae Chronic Bronchitis
1981,ofloxacin,Shigellosis
1967,norfloxacin,Skin and Skin Structure Providencia Infection
1967,norfloxacin,Gardnerella Postpartum Infection
1967,norfloxacin,Serratia Joint Infection
1977,nystatin,Candidal vulvovaginitis
1968,norgestimate,Acne vulgaris
1955,nizatidine,Indigestion
2034,oxymorphone,Anxiety due to Cardiac Asthma
3487,pramocaine,Skin irritation
3356,methyltestosterone,Primary Hypogonadism due to Orchitis
3487,pramocaine,Minor Bacterial Skin Infections
3487,pramocaine,Tinea cruris
3535,rutoside,Ascorbic acid deficiency
4213,hydrocortisone acetate,Disorder of eye
1505,isosorbide dinitrate,Angina pectoris
1519,kanamycin,Infection of skin AND/OR subcutaneous tissue
1519,kanamycin,Preoperative Bowel Preparation
1527,ketoconazole,Seborrheic dermatitis
1440,indomethacin,Rheumatoid arthritis
1426,imipenem,Bacterial endocarditis
1569,levofloxacin,Infection due to Staphylococcus aureus
1529,ketorolac,Post Op Photophobia
66,acetylcysteine,Bronchiectasis
82,acrivastine,Vasomotor rhinitis
102,alatrofloxacin,Colorectal Surgery Infection Prevention
